in:X Size,in:Y Size,in:U Divisions,in:V Divisions,out:displacement,out:Mass,img,threeD
9,9,2,5,0.977529,3674.091109,XSize9_YSize9_UDivisions2_VDivisions5_Perspective.png,XSize9_YSize9_UDivisions2_VDivisions5.json
10,9,2,5,1.150673,3957.756188,XSize10_YSize9_UDivisions2_VDivisions5_Perspective.png,XSize10_YSize9_UDivisions2_VDivisions5.json
11,9,2,5,1.354535,4244.701086,XSize11_YSize9_UDivisions2_VDivisions5_Perspective.png,XSize11_YSize9_UDivisions2_VDivisions5.json
12,9,2,5,1.590593,4534.260216,XSize12_YSize9_UDivisions2_VDivisions5_Perspective.png,XSize12_YSize9_UDivisions2_VDivisions5.json
6,10,2,5,0.772859,2959.933485,XSize6_YSize10_UDivisions2_VDivisions5_Perspective.png,XSize6_YSize10_UDivisions2_VDivisions5.json
7,10,2,5,0.866257,3224.45216,XSize7_YSize10_UDivisions2_VDivisions5_Perspective.png,XSize7_YSize10_UDivisions2_VDivisions5.json
8,10,2,5,0.987679,3496.255989,XSize8_YSize10_UDivisions2_VDivisions5_Perspective.png,XSize8_YSize10_UDivisions2_VDivisions5.json
9,10,2,5,1.136596,3773.705145,XSize9_YSize10_UDivisions2_VDivisions5_Perspective.png,XSize9_YSize10_UDivisions2_VDivisions5.json
10,10,2,5,1.315562,4055.573307,XSize10_YSize10_UDivisions2_VDivisions5_Perspective.png,XSize10_YSize10_UDivisions2_VDivisions5.json
11,10,2,5,1.526857,4340.940059,XSize11_YSize10_UDivisions2_VDivisions5_Perspective.png,XSize11_YSize10_UDivisions2_VDivisions5.json
12,10,2,5,1.772432,4629.109148,XSize12_YSize10_UDivisions2_VDivisions5_Perspective.png,XSize12_YSize10_UDivisions2_VDivisions5.json
6,11,2,5,0.954674,3068.999727,XSize6_YSize11_UDivisions2_VDivisions5_Perspective.png,XSize6_YSize11_UDivisions2_VDivisions5.json
7,11,2,5,1.049039,3330.796407,XSize7_YSize11_UDivisions2_VDivisions5_Perspective.png,XSize7_YSize11_UDivisions2_VDivisions5.json
8,11,2,5,1.171785,3600.162462,XSize8_YSize11_UDivisions2_VDivisions5_Perspective.png,XSize8_YSize11_UDivisions2_VDivisions5.json
9,11,2,5,1.324778,3875.44996,XSize9_YSize11_UDivisions2_VDivisions5_Perspective.png,XSize9_YSize11_UDivisions2_VDivisions5.json
10,11,2,5,1.50871,4155.408674,XSize10_YSize11_UDivisions2_VDivisions5_Perspective.png,XSize10_YSize11_UDivisions2_VDivisions5.json
11,11,2,5,1.726149,4439.089141,XSize11_YSize11_UDivisions2_VDivisions5_Perspective.png,XSize11_YSize11_UDivisions2_VDivisions5.json
12,11,2,5,1.979403,4725.766195,XSize12_YSize11_UDivisions2_VDivisions5_Perspective.png,XSize12_YSize11_UDivisions2_VDivisions5.json
6,12,2,5,1.170376,3180.34283,XSize6_YSize12_UDivisions2_VDivisions5_Perspective.png,XSize6_YSize12_UDivisions2_VDivisions5.json
7,12,2,5,1.267534,3439.354604,XSize7_YSize12_UDivisions2_VDivisions5_Perspective.png,XSize7_YSize12_UDivisions2_VDivisions5.json
8,12,2,5,1.388965,3706.200492,XSize8_YSize12_UDivisions2_VDivisions5_Perspective.png,XSize8_YSize12_UDivisions2_VDivisions5.json
9,12,2,5,1.545639,3979.234023,XSize9_YSize12_UDivisions2_VDivisions5_Perspective.png,XSize9_YSize12_UDivisions2_VDivisions5.json
10,12,2,5,1.734031,4257.187677,XSize10_YSize12_UDivisions2_VDivisions5_Perspective.png,XSize10_YSize12_UDivisions2_VDivisions5.json
11,12,2,5,1.956809,4539.087147,XSize11_YSize12_UDivisions2_VDivisions5_Perspective.png,XSize11_YSize12_UDivisions2_VDivisions5.json
12,12,2,5,2.216548,4824.180827,XSize12_YSize12_UDivisions2_VDivisions5_Perspective.png,XSize12_YSize12_UDivisions2_VDivisions5.json
6,6,3,5,0.209519,3077.228275,XSize6_YSize6_UDivisions3_VDivisions5_Perspective.png,XSize6_YSize6_UDivisions3_VDivisions5.json
7,6,3,5,0.254347,3343.337589,XSize7_YSize6_UDivisions3_VDivisions5_Perspective.png,XSize7_YSize6_UDivisions3_VDivisions5.json
8,6,3,5,0.311718,3617.807428,XSize8_YSize6_UDivisions3_VDivisions5_Perspective.png,XSize8_YSize6_UDivisions3_VDivisions5.json
9,6,3,5,0.383266,3899.030642,XSize9_YSize6_UDivisions3_VDivisions5_Perspective.png,XSize9_YSize6_UDivisions3_VDivisions5.json
10,6,3,5,0.470613,4185.726559,XSize10_YSize6_UDivisions3_VDivisions5_Perspective.png,XSize10_YSize6_UDivisions3_VDivisions5.json
11,6,3,5,0.575362,4476.881738,XSize11_YSize6_UDivisions3_VDivisions5_Perspective.png,XSize11_YSize6_UDivisions3_VDivisions5.json
12,6,3,5,0.699096,4771.695102,XSize12_YSize6_UDivisions3_VDivisions5_Perspective.png,XSize12_YSize6_UDivisions3_VDivisions5.json
6,7,3,5,0.262906,3224.095953,XSize6_YSize7_UDivisions3_VDivisions5_Perspective.png,XSize6_YSize7_UDivisions3_VDivisions5.json
7,7,3,5,0.308759,3487.434428,XSize7_YSize7_UDivisions3_VDivisions5_Perspective.png,XSize7_YSize7_UDivisions3_VDivisions5.json
8,7,3,5,0.367374,3759.309466,XSize8_YSize7_UDivisions3_VDivisions5_Perspective.png,XSize8_YSize7_UDivisions3_VDivisions5.json
9,7,3,5,0.440427,4038.14353,XSize9_YSize7_UDivisions3_VDivisions5_Perspective.png,XSize9_YSize7_UDivisions3_VDivisions5.json
10,7,3,5,0.52958,4322.661588,XSize10_YSize7_UDivisions3_VDivisions5_Perspective.png,XSize10_YSize7_UDivisions3_VDivisions5.json
11,7,3,5,0.636485,4611.842303,XSize11_YSize7_UDivisions3_VDivisions5_Perspective.png,XSize11_YSize7_UDivisions3_VDivisions5.json
12,7,3,5,0.762777,4904.869946,XSize12_YSize7_UDivisions3_VDivisions5_Perspective.png,XSize12_YSize7_UDivisions3_VDivisions5.json
6,8,3,5,0.331614,3376.000766,XSize6_YSize8_UDivisions3_VDivisions5_Perspective.png,XSize6_YSize8_UDivisions3_VDivisions5.json
7,8,3,5,0.378385,3636.38417,XSize7_YSize8_UDivisions3_VDivisions5_Perspective.png,XSize7_YSize8_UDivisions3_VDivisions5.json
8,8,3,5,0.438072,3905.464103,XSize8_YSize8_UDivisions3_VDivisions5_Perspective.png,XSize8_YSize8_UDivisions3_VDivisions5.json
9,8,3,5,0.512388,4181.702077,XSize9_YSize8_UDivisions3_VDivisions5_Perspective.png,XSize9_YSize8_UDivisions3_VDivisions5.json
10,8,3,5,0.603024,4463.835834,XSize10_YSize8_UDivisions3_VDivisions5_Perspective.png,XSize10_YSize8_UDivisions3_VDivisions5.json
11,8,3,5,0.711667,4750.841041,XSize11_YSize8_UDivisions3_VDivisions5_Perspective.png,XSize11_YSize8_UDivisions3_VDivisions5.json
12,8,3,5,0.839989,5041.890375,XSize12_YSize8_UDivisions3_VDivisions5_Perspective.png,XSize12_YSize8_UDivisions3_VDivisions5.json
6,9,3,5,0.417944,3532.520569,XSize6_YSize9_UDivisions3_VDivisions5_Perspective.png,XSize6_YSize9_UDivisions3_VDivisions5.json
7,9,3,5,0.465612,3789.828368,XSize7_YSize9_UDivisions3_VDivisions5_Perspective.png,XSize7_YSize9_UDivisions3_VDivisions5.json
8,9,3,5,0.526298,4055.969064,XSize8_YSize9_UDivisions3_VDivisions5_Perspective.png,XSize8_YSize9_UDivisions3_VDivisions5.json
9,9,3,5,0.601751,4329.452124,XSize9_YSize9_UDivisions3_VDivisions5_Perspective.png,XSize9_YSize9_UDivisions3_VDivisions5.json
10,9,3,5,0.693692,4609.035611,XSize10_YSize9_UDivisions3_VDivisions5_Perspective.png,XSize10_YSize9_UDivisions3_VDivisions5.json
11,9,3,5,0.803833,4893.697932,XSize11_YSize9_UDivisions3_VDivisions5_Perspective.png,XSize11_YSize9_UDivisions3_VDivisions5.json
12,9,3,5,0.933872,5182.604222,XSize12_YSize9_UDivisions3_VDivisions5_Perspective.png,XSize12_YSize9_UDivisions3_VDivisions5.json
6,10,3,5,0.524776,3693.243771,XSize6_YSize10_UDivisions3_VDivisions5_Perspective.png,XSize6_YSize10_UDivisions3_VDivisions5.json
7,10,3,5,0.57271,3947.411169,XSize7_YSize10_UDivisions3_VDivisions5_Perspective.png,XSize7_YSize10_UDivisions3_VDivisions5.json
8,10,3,5,0.634386,4210.519394,XSize8_YSize10_UDivisions3_VDivisions5_Perspective.png,XSize8_YSize10_UDivisions3_VDivisions5.json
9,10,3,5,0.710926,4481.133631,XSize9_YSize10_UDivisions3_VDivisions5_Perspective.png,XSize9_YSize10_UDivisions3_VDivisions5.json
10,10,3,5,0.804082,4758.039605,XSize10_YSize10_UDivisions3_VDivisions5_Perspective.png,XSize10_YSize10_UDivisions3_VDivisions5.json
11,10,3,5,0.915586,5040.224571,XSize11_YSize10_UDivisions3_VDivisions5_Perspective.png,XSize11_YSize10_UDivisions3_VDivisions5.json
12,10,3,5,1.04716,5326.850791,XSize12_YSize10_UDivisions3_VDivisions5_Perspective.png,XSize12_YSize10_UDivisions3_VDivisions5.json
6,11,3,5,0.653477,3857.77806,XSize6_YSize11_UDivisions3_VDivisions5_Perspective.png,XSize6_YSize11_UDivisions3_VDivisions5.json
7,11,3,5,0.702057,4108.787203,XSize7_YSize11_UDivisions3_VDivisions5_Perspective.png,XSize7_YSize11_UDivisions3_VDivisions5.json
8,11,3,5,0.76459,4368.81424,XSize8_YSize11_UDivisions3_VDivisions5_Perspective.png,XSize8_YSize11_UDivisions3_VDivisions5.json
9,11,3,5,0.842219,4636.486313,XSize9_YSize11_UDivisions3_VDivisions5_Perspective.png,XSize9_YSize11_UDivisions3_VDivisions5.json
10,11,3,5,0.936555,4910.623477,XSize10_YSize11_UDivisions3_VDivisions5_Perspective.png,XSize10_YSize11_UDivisions3_VDivisions5.json
11,11,3,5,1.049356,5190.227864,XSize11_YSize11_UDivisions3_VDivisions5_Perspective.png,XSize11_YSize11_UDivisions3_VDivisions5.json
12,11,3,5,1.182363,5474.463819,XSize12_YSize11_UDivisions3_VDivisions5_Perspective.png,XSize12_YSize11_UDivisions3_VDivisions5.json
6,12,3,5,0.806112,4025.756098,XSize6_YSize12_UDivisions3_VDivisions5_Perspective.png,XSize6_YSize12_UDivisions3_VDivisions5.json
7,12,3,5,0.856458,4273.627271,XSize7_YSize12_UDivisions3_VDivisions5_Perspective.png,XSize7_YSize12_UDivisions3_VDivisions5.json
8,12,3,5,0.919113,4530.562129,XSize8_YSize12_UDivisions3_VDivisions5_Perspective.png,XSize8_YSize12_UDivisions3_VDivisions5.json
9,12,3,5,0.997868,4795.254288,XSize9_YSize12_UDivisions3_VDivisions5_Perspective.png,XSize9_YSize12_UDivisions3_VDivisions5.json
10,12,3,5,1.093393,5066.563815,XSize10_YSize12_UDivisions3_VDivisions5_Perspective.png,XSize10_YSize12_UDivisions3_VDivisions5.json
11,12,3,5,1.20747,5343.51333,XSize11_YSize12_UDivisions3_VDivisions5_Perspective.png,XSize11_YSize12_UDivisions3_VDivisions5.json
12,12,3,5,1.341862,5625.274183,XSize12_YSize12_UDivisions3_VDivisions5_Perspective.png,XSize12_YSize12_UDivisions3_VDivisions5.json
6,6,4,5,0.17556,3605.834704,XSize6_YSize6_UDivisions4_VDivisions5_Perspective.png,XSize6_YSize6_UDivisions4_VDivisions5.json
7,6,4,5,0.214607,3860.86808,XSize7_YSize6_UDivisions4_VDivisions5_Perspective.png,XSize7_YSize6_UDivisions4_VDivisions5.json
8,6,4,5,0.26473,4124.962182,XSize8_YSize6_UDivisions4_VDivisions5_Perspective.png,XSize8_YSize6_UDivisions4_VDivisions5.json
9,6,4,5,0.327456,4396.804305,XSize9_YSize6_UDivisions4_VDivisions5_Perspective.png,XSize9_YSize6_UDivisions4_VDivisions5.json
10,6,4,5,0.40431,4675.250586,XSize10_YSize6_UDivisions4_VDivisions5_Perspective.png,XSize10_YSize6_UDivisions4_VDivisions5.json
11,6,4,5,0.496811,4959.321521,XSize11_YSize6_UDivisions4_VDivisions5_Perspective.png,XSize11_YSize6_UDivisions4_VDivisions5.json
12,6,4,5,0.606475,5248.187607,XSize12_YSize6_UDivisions4_VDivisions5_Perspective.png,XSize12_YSize6_UDivisions4_VDivisions5.json
6,7,4,5,0.217353,3801.924167,XSize6_YSize7_UDivisions4_VDivisions5_Perspective.png,XSize6_YSize7_UDivisions4_VDivisions5.json
7,7,4,5,0.2566,4054.066696,XSize7_YSize7_UDivisions4_VDivisions5_Perspective.png,XSize7_YSize7_UDivisions4_VDivisions5.json
8,7,4,5,0.307476,4315.287966,XSize8_YSize7_UDivisions4_VDivisions5_Perspective.png,XSize8_YSize7_UDivisions4_VDivisions5.json
9,7,4,5,0.371042,4584.339746,XSize9_YSize7_UDivisions4_VDivisions5_Perspective.png,XSize9_YSize7_UDivisions4_VDivisions5.json
10,7,4,5,0.448829,4860.119292,XSize10_YSize7_UDivisions4_VDivisions5_Perspective.png,XSize10_YSize7_UDivisions4_VDivisions5.json
11,7,4,5,0.542366,5141.670314,XSize11_YSize7_UDivisions4_VDivisions5_Perspective.png,XSize11_YSize7_UDivisions4_VDivisions5.json
12,7,4,5,0.653186,5428.173671,XSize12_YSize7_UDivisions4_VDivisions5_Perspective.png,XSize12_YSize7_UDivisions4_VDivisions5.json
6,8,4,5,0.272395,4005.026494,XSize6_YSize8_UDivisions4_VDivisions5_Perspective.png,XSize6_YSize8_UDivisions4_VDivisions5.json
7,8,4,5,0.310391,4254.142923,XSize7_YSize8_UDivisions4_VDivisions5_Perspective.png,XSize7_YSize8_UDivisions4_VDivisions5.json
8,8,4,5,0.361989,4512.329929,XSize8_YSize8_UDivisions4_VDivisions5_Perspective.png,XSize8_YSize8_UDivisions4_VDivisions5.json
9,8,4,5,0.426353,4778.409692,XSize9_YSize8_UDivisions4_VDivisions5_Perspective.png,XSize9_YSize8_UDivisions4_VDivisions5.json
10,8,4,5,0.505014,5051.326826,XSize10_YSize8_UDivisions4_VDivisions5_Perspective.png,XSize10_YSize8_UDivisions4_VDivisions5.json
11,8,4,5,0.599503,5330.153996,XSize11_YSize8_UDivisions4_VDivisions5_Perspective.png,XSize11_YSize8_UDivisions4_VDivisions5.json
12,8,4,5,0.711358,5614.087279,XSize12_YSize8_UDivisions4_VDivisions5_Perspective.png,XSize12_YSize8_UDivisions4_VDivisions5.json
6,9,4,5,0.341386,4214.439368,XSize6_YSize9_UDivisions4_VDivisions5_Perspective.png,XSize6_YSize9_UDivisions4_VDivisions5.json
7,9,4,5,0.379956,4460.465173,XSize7_YSize9_UDivisions4_VDivisions5_Perspective.png,XSize7_YSize9_UDivisions4_VDivisions5.json
8,9,4,5,0.430046,4715.525213,XSize8_YSize9_UDivisions4_VDivisions5_Perspective.png,XSize8_YSize9_UDivisions4_VDivisions5.json
9,9,4,5,0.495197,4978.515858,XSize9_YSize9_UDivisions4_VDivisions5_Perspective.png,XSize9_YSize9_UDivisions4_VDivisions5.json
10,9,4,5,0.574718,5248.434041,XSize10_YSize9_UDivisions4_VDivisions5_Perspective.png,XSize10_YSize9_UDivisions4_VDivisions5.json
11,9,4,5,0.670136,5524.386573,XSize11_YSize9_UDivisions4_VDivisions5_Perspective.png,XSize11_YSize9_UDivisions4_VDivisions5.json
12,9,4,5,0.782987,5805.589555,XSize12_YSize9_UDivisions4_VDivisions5_Perspective.png,XSize12_YSize9_UDivisions4_VDivisions5.json
6,10,4,5,0.426078,4429.498128,XSize6_YSize10_UDivisions4_VDivisions5_Perspective.png,XSize6_YSize10_UDivisions4_VDivisions5.json
7,10,4,5,0.465381,4672.426576,XSize7_YSize10_UDivisions4_VDivisions5_Perspective.png,XSize7_YSize10_UDivisions4_VDivisions5.json
8,10,4,5,0.515096,4924.325028,XSize8_YSize10_UDivisions4_VDivisions5_Perspective.png,XSize8_YSize10_UDivisions4_VDivisions5.json
9,10,4,5,0.579314,5184.165705,XSize9_YSize10_UDivisions4_VDivisions5_Perspective.png,XSize9_YSize10_UDivisions4_VDivisions5.json
10,10,4,5,0.659697,5451.001339,XSize10_YSize10_UDivisions4_VDivisions5_Perspective.png,XSize10_YSize10_UDivisions4_VDivisions5.json
11,10,4,5,0.756046,5723.977186,XSize11_YSize10_UDivisions4_VDivisions5_Perspective.png,XSize11_YSize10_UDivisions4_VDivisions5.json
12,10,4,5,0.869892,6002.333777,XSize12_YSize10_UDivisions4_VDivisions5_Perspective.png,XSize12_YSize10_UDivisions4_VDivisions5.json
6,11,4,5,0.528196,4649.58755,XSize6_YSize11_UDivisions4_VDivisions5_Perspective.png,XSize6_YSize11_UDivisions4_VDivisions5.json
7,11,4,5,0.568268,4889.456996,XSize7_YSize11_UDivisions4_VDivisions5_Perspective.png,XSize7_YSize11_UDivisions4_VDivisions5.json
8,11,4,5,0.618789,5138.206293,XSize8_YSize11_UDivisions4_VDivisions5_Perspective.png,XSize8_YSize11_UDivisions4_VDivisions5.json
9,11,4,5,0.681221,5394.883283,XSize9_YSize11_UDivisions4_VDivisions5_Perspective.png,XSize9_YSize11_UDivisions4_VDivisions5.json
10,11,4,5,0.761667,5658.598464,XSize10_YSize11_UDivisions4_VDivisions5_Perspective.png,XSize10_YSize11_UDivisions4_VDivisions5.json
11,11,4,5,0.858959,5928.538766,XSize11_YSize11_UDivisions4_VDivisions5_Perspective.png,XSize11_YSize11_UDivisions4_VDivisions5.json
12,11,4,5,0.973814,6203.972899,XSize12_YSize11_UDivisions4_VDivisions5_Perspective.png,XSize12_YSize11_UDivisions4_VDivisions5.json
6,12,4,5,0.649453,4874.147654,XSize6_YSize12_UDivisions4_VDivisions5_Perspective.png,XSize6_YSize12_UDivisions4_VDivisions5.json
7,12,4,5,0.690349,5111.030037,XSize7_YSize12_UDivisions4_VDivisions5_Perspective.png,XSize7_YSize12_UDivisions4_VDivisions5.json
8,12,4,5,0.741704,5356.679222,XSize8_YSize12_UDivisions4_VDivisions5_Perspective.png,XSize8_YSize12_UDivisions4_VDivisions5.json
9,12,4,5,0.805028,5610.216891,XSize9_YSize12_UDivisions4_VDivisions5_Perspective.png,XSize9_YSize12_UDivisions4_VDivisions5.json
10,12,4,5,0.882328,5870.811873,XSize10_YSize12_UDivisions4_VDivisions5_Perspective.png,XSize10_YSize12_UDivisions4_VDivisions5.json
11,12,4,5,0.980577,6137.694879,XSize11_YSize12_UDivisions4_VDivisions5_Perspective.png,XSize11_YSize12_UDivisions4_VDivisions5.json
12,12,4,5,1.096457,6410.165745,XSize12_YSize12_UDivisions4_VDivisions5_Perspective.png,XSize12_YSize12_UDivisions4_VDivisions5.json
6,6,5,5,0.16149,4142.287445,XSize6_YSize6_UDivisions5_VDivisions5_Perspective.png,XSize6_YSize6_UDivisions5_VDivisions5.json
7,6,5,5,0.197694,4387.476677,XSize7_YSize6_UDivisions5_VDivisions5_Perspective.png,XSize7_YSize6_UDivisions5_VDivisions5.json
8,6,5,5,0.244235,4641.584143,XSize8_YSize6_UDivisions5_VDivisions5_Perspective.png,XSize8_YSize6_UDivisions5_VDivisions5.json
9,6,5,5,0.3026,4903.62807,XSize9_YSize6_UDivisions5_VDivisions5_Perspective.png,XSize9_YSize6_UDivisions5_VDivisions5.json
10,6,5,5,0.37425,5172.69609,XSize10_YSize6_UDivisions5_VDivisions5_Perspective.png,XSize10_YSize6_UDivisions5_VDivisions5.json
11,6,5,5,0.460631,5447.958424,XSize11_YSize6_UDivisions5_VDivisions5_Perspective.png,XSize11_YSize6_UDivisions5_VDivisions5.json
12,6,5,5,0.563174,5728.6723,XSize12_YSize6_UDivisions5_VDivisions5_Perspective.png,XSize12_YSize6_UDivisions5_VDivisions5.json
6,7,5,5,0.197694,4387.476677,XSize6_YSize7_UDivisions5_VDivisions5_Perspective.png,XSize6_YSize7_UDivisions5_VDivisions5.json
7,7,5,5,0.234313,4629.892272,XSize7_YSize7_UDivisions5_VDivisions5_Perspective.png,XSize7_YSize7_UDivisions5_VDivisions5.json
8,7,5,5,0.281271,4881.131068,XSize8_YSize7_UDivisions5_VDivisions5_Perspective.png,XSize8_YSize7_UDivisions5_VDivisions5.json
9,7,5,5,0.340079,5140.279937,XSize9_YSize7_UDivisions5_VDivisions5_Perspective.png,XSize9_YSize7_UDivisions5_VDivisions5.json
10,7,5,5,0.412215,5406.479978,XSize10_YSize7_UDivisions5_VDivisions5_Perspective.png,XSize10_YSize7_UDivisions5_VDivisions5.json
11,7,5,5,0.499144,5678.940889,XSize11_YSize7_UDivisions5_VDivisions5_Perspective.png,XSize11_YSize7_UDivisions5_VDivisions5.json
12,7,5,5,0.602317,5956.947389,XSize12_YSize7_UDivisions5_VDivisions5_Perspective.png,XSize12_YSize7_UDivisions5_VDivisions5.json
6,8,5,5,0.244235,4641.584143,XSize6_YSize8_UDivisions5_VDivisions5_Perspective.png,XSize6_YSize8_UDivisions5_VDivisions5.json
7,8,5,5,0.281271,4881.131068,XSize7_YSize8_UDivisions5_VDivisions5_Perspective.png,XSize7_YSize8_UDivisions5_VDivisions5.json
8,8,5,5,0.32864,5129.380791,XSize8_YSize8_UDivisions5_VDivisions5_Perspective.png,XSize8_YSize8_UDivisions5_VDivisions5.json
9,8,5,5,0.38787,5385.490857,XSize9_YSize8_UDivisions5_VDivisions5_Perspective.png,XSize9_YSize8_UDivisions5_VDivisions5.json
10,8,5,5,0.460452,5648.659091,XSize10_YSize8_UDivisions5_VDivisions5_Perspective.png,XSize10_YSize8_UDivisions5_VDivisions5.json
11,8,5,5,0.547864,5918.13855,XSize11_YSize8_UDivisions5_VDivisions5_Perspective.png,XSize11_YSize8_UDivisions5_VDivisions5.json
12,8,5,5,0.651568,6193.24547,XSize12_YSize8_UDivisions5_VDivisions5_Perspective.png,XSize12_YSize8_UDivisions5_VDivisions5.json
6,9,5,5,0.3026,4903.62807,XSize6_YSize9_UDivisions5_VDivisions5_Perspective.png,XSize6_YSize9_UDivisions5_VDivisions5.json
7,9,5,5,0.340079,5140.279937,XSize7_YSize9_UDivisions5_VDivisions5_Perspective.png,XSize7_YSize9_UDivisions5_VDivisions5.json
8,9,5,5,0.38787,5385.490857,XSize8_YSize9_UDivisions5_VDivisions5_Perspective.png,XSize8_YSize9_UDivisions5_VDivisions5.json
9,9,5,5,0.447527,5638.488831,XSize9_YSize9_UDivisions5_VDivisions5_Perspective.png,XSize9_YSize9_UDivisions5_VDivisions5.json
10,9,5,5,0.520553,5898.529856,XSize10_YSize9_UDivisions5_VDivisions5_Perspective.png,XSize10_YSize9_UDivisions5_VDivisions5.json
11,9,5,5,0.608431,6164.912914,XSize11_YSize9_UDivisions5_VDivisions5_Perspective.png,XSize11_YSize9_UDivisions5_VDivisions5.json
12,9,5,5,0.712634,6436.988918,XSize12_YSize9_UDivisions5_VDivisions5_Perspective.png,XSize12_YSize9_UDivisions5_VDivisions5.json
6,10,5,5,0.37425,5172.69609,XSize6_YSize10_UDivisions5_VDivisions5_Perspective.png,XSize6_YSize10_UDivisions5_VDivisions5.json
7,10,5,5,0.412215,5406.479978,XSize7_YSize10_UDivisions5_VDivisions5_Perspective.png,XSize7_YSize10_UDivisions5_VDivisions5.json
8,10,5,5,0.460452,5648.659091,XSize8_YSize10_UDivisions5_VDivisions5_Perspective.png,XSize8_YSize10_UDivisions5_VDivisions5.json
9,10,5,5,0.520553,5898.529856,XSize9_YSize10_UDivisions5_VDivisions5_Perspective.png,XSize9_YSize10_UDivisions5_VDivisions5.json
10,10,5,5,0.594036,6155.406285,XSize10_YSize10_UDivisions5_VDivisions5_Perspective.png,XSize10_YSize10_UDivisions5_VDivisions5.json
11,10,5,5,0.682389,6418.634526,XSize11_YSize10_UDivisions5_VDivisions5_Perspective.png,XSize11_YSize10_UDivisions5_VDivisions5.json
12,10,5,5,0.787089,6687.602347,XSize12_YSize10_UDivisions5_VDivisions5_Perspective.png,XSize12_YSize10_UDivisions5_VDivisions5.json
6,11,5,5,0.460631,5447.958424,XSize6_YSize11_UDivisions5_VDivisions5_Perspective.png,XSize6_YSize11_UDivisions5_VDivisions5.json
7,11,5,5,0.499144,5678.940889,XSize7_YSize11_UDivisions5_VDivisions5_Perspective.png,XSize7_YSize11_UDivisions5_VDivisions5.json
8,11,5,5,0.547864,5918.13855,XSize8_YSize11_UDivisions5_VDivisions5_Perspective.png,XSize8_YSize11_UDivisions5_VDivisions5.json
9,11,5,5,0.608431,6164.912914,XSize9_YSize11_UDivisions5_VDivisions5_Perspective.png,XSize9_YSize11_UDivisions5_VDivisions5.json
10,11,5,5,0.682389,6418.634526,XSize10_YSize11_UDivisions5_VDivisions5_Perspective.png,XSize10_YSize11_UDivisions5_VDivisions5.json
11,11,5,5,0.771233,6678.69676,XSize11_YSize11_UDivisions5_VDivisions5_Perspective.png,XSize11_YSize11_UDivisions5_VDivisions5.json
12,11,5,5,0.876445,6944.525406,XSize12_YSize11_UDivisions5_VDivisions5_Perspective.png,XSize12_YSize11_UDivisions5_VDivisions5.json
6,12,5,5,0.563174,5728.6723,XSize6_YSize12_UDivisions5_VDivisions5_Perspective.png,XSize6_YSize12_UDivisions5_VDivisions5.json
7,12,5,5,0.602317,5956.947389,XSize7_YSize12_UDivisions5_VDivisions5_Perspective.png,XSize7_YSize12_UDivisions5_VDivisions5.json
8,12,5,5,0.651568,6193.24547,XSize8_YSize12_UDivisions5_VDivisions5_Perspective.png,XSize8_YSize12_UDivisions5_VDivisions5.json
9,12,5,5,0.712634,6436.988918,XSize9_YSize12_UDivisions5_VDivisions5_Perspective.png,XSize9_YSize12_UDivisions5_VDivisions5.json
10,12,5,5,0.787089,6687.602347,XSize10_YSize12_UDivisions5_VDivisions5_Perspective.png,XSize10_YSize12_UDivisions5_VDivisions5.json
11,12,5,5,0.876445,6944.525406,XSize11_YSize12_UDivisions5_VDivisions5_Perspective.png,XSize11_YSize12_UDivisions5_VDivisions5.json
12,12,5,5,0.982187,7207.222172,XSize12_YSize12_UDivisions5_VDivisions5_Perspective.png,XSize12_YSize12_UDivisions5_VDivisions5.json
6,6,6,5,0.153646,4685.152582,XSize6_YSize6_UDivisions6_VDivisions5_Perspective.png,XSize6_YSize6_UDivisions6_VDivisions5.json
7,6,6,5,0.190199,4922.283843,XSize7_YSize6_UDivisions6_VDivisions5_Perspective.png,XSize7_YSize6_UDivisions6_VDivisions5.json
8,6,6,5,0.236945,5167.846247,XSize8_YSize6_UDivisions6_VDivisions5_Perspective.png,XSize8_YSize6_UDivisions6_VDivisions5.json
9,6,6,5,0.295406,5421.122077,XSize9_YSize6_UDivisions6_VDivisions5_Perspective.png,XSize9_YSize6_UDivisions6_VDivisions5.json
10,6,6,5,0.368424,5681.413234,XSize10_YSize6_UDivisions6_VDivisions5_Perspective.png,XSize10_YSize6_UDivisions6_VDivisions5.json
11,6,6,5,0.456902,5948.055911,XSize11_YSize6_UDivisions6_VDivisions5_Perspective.png,XSize11_YSize6_UDivisions6_VDivisions5.json
12,6,6,5,0.561029,6220.429997,XSize12_YSize6_UDivisions6_VDivisions5_Perspective.png,XSize12_YSize6_UDivisions6_VDivisions5.json
6,7,6,5,0.185171,4979.195256,XSize6_YSize7_UDivisions6_VDivisions5_Perspective.png,XSize6_YSize7_UDivisions6_VDivisions5.json
7,7,6,5,0.222335,5213.7491,XSize7_YSize7_UDivisions6_VDivisions5_Perspective.png,XSize7_YSize7_UDivisions6_VDivisions5.json
8,7,6,5,0.269652,5456.57301,XSize8_YSize7_UDivisions6_VDivisions5_Perspective.png,XSize8_YSize7_UDivisions6_VDivisions5.json
9,7,6,5,0.328668,5707.009591,XSize9_YSize7_UDivisions6_VDivisions5_Perspective.png,XSize9_YSize7_UDivisions6_VDivisions5.json
