in:X Size,in:Y Size,in:U Divisions,in:V Divisions,out:displacement,out:Mass,img,threeD
8,11,3,4,0.796598,3856.056705,XSize8_YSize11_UDivisions3_VDivisions4_Perspective.png,XSize8_YSize11_UDivisions3_VDivisions4.json
9,11,3,4,0.88011,4066.935418,XSize9_YSize11_UDivisions3_VDivisions4_Perspective.png,XSize9_YSize11_UDivisions3_VDivisions4.json
10,11,3,4,0.981074,4283.276874,XSize10_YSize11_UDivisions3_VDivisions4_Perspective.png,XSize10_YSize11_UDivisions3_VDivisions4.json
11,11,3,4,1.101185,4504.336988,XSize11_YSize11_UDivisions3_VDivisions4_Perspective.png,XSize11_YSize11_UDivisions3_VDivisions4.json
12,11,3,4,1.242134,4729.47139,XSize12_YSize11_UDivisions3_VDivisions4_Perspective.png,XSize12_YSize11_UDivisions3_VDivisions4.json
6,12,3,4,0.840764,3627.789644,XSize6_YSize12_UDivisions3_VDivisions4_Perspective.png,XSize6_YSize12_UDivisions3_VDivisions4.json
7,12,3,4,0.892042,3822.162614,XSize7_YSize12_UDivisions3_VDivisions4_Perspective.png,XSize7_YSize12_UDivisions3_VDivisions4.json
8,12,3,4,0.957388,4023.758814,XSize8_YSize12_UDivisions3_VDivisions4_Perspective.png,XSize8_YSize12_UDivisions3_VDivisions4.json
9,12,3,4,1.042567,4231.701383,XSize9_YSize12_UDivisions3_VDivisions4_Perspective.png,XSize9_YSize12_UDivisions3_VDivisions4.json
10,12,3,4,1.145382,4445.192235,XSize10_YSize12_UDivisions3_VDivisions4_Perspective.png,XSize10_YSize12_UDivisions3_VDivisions4.json
11,12,3,4,1.267538,4663.519754,XSize11_YSize12_UDivisions3_VDivisions4_Perspective.png,XSize11_YSize12_UDivisions3_VDivisions4.json
12,12,3,4,1.410727,4886.058628,XSize12_YSize12_UDivisions3_VDivisions4_Perspective.png,XSize12_YSize12_UDivisions3_VDivisions4.json
6,6,4,4,0.189301,3122.114651,XSize6_YSize6_UDivisions4_VDivisions4_Perspective.png,XSize6_YSize6_UDivisions4_VDivisions4.json
7,6,4,4,0.233595,3325.926658,XSize7_YSize6_UDivisions4_VDivisions4_Perspective.png,XSize7_YSize6_UDivisions4_VDivisions4.json
8,6,4,4,0.29085,3537.001158,XSize8_YSize6_UDivisions4_VDivisions4_Perspective.png,XSize8_YSize6_UDivisions4_VDivisions4.json
9,6,4,4,0.36288,3754.367244,XSize9_YSize6_UDivisions4_VDivisions4_Perspective.png,XSize9_YSize6_UDivisions4_VDivisions4.json
10,6,4,4,0.451479,3977.161097,XSize10_YSize6_UDivisions4_VDivisions4_Perspective.png,XSize10_YSize6_UDivisions4_VDivisions4.json
11,6,4,4,0.55843,4204.628714,XSize11_YSize6_UDivisions4_VDivisions4_Perspective.png,XSize11_YSize6_UDivisions4_VDivisions4.json
12,6,4,4,0.688895,4436.120378,XSize12_YSize6_UDivisions4_VDivisions4_Perspective.png,XSize12_YSize6_UDivisions4_VDivisions4.json
6,7,4,4,0.233595,3325.926658,XSize6_YSize7_UDivisions4_VDivisions4_Perspective.png,XSize6_YSize7_UDivisions4_VDivisions4.json
7,7,4,4,0.27843,3526.666231,XSize7_YSize7_UDivisions4_VDivisions4_Perspective.png,XSize7_YSize7_UDivisions4_VDivisions4.json
8,7,4,4,0.33626,3734.642588,XSize8_YSize7_UDivisions4_VDivisions4_Perspective.png,XSize8_YSize7_UDivisions4_VDivisions4.json
9,7,4,4,0.408919,3948.957799,XSize9_YSize7_UDivisions4_VDivisions4_Perspective.png,XSize9_YSize7_UDivisions4_VDivisions4.json
10,7,4,4,0.498215,4168.798637,XSize10_YSize7_UDivisions4_VDivisions4_Perspective.png,XSize10_YSize7_UDivisions4_VDivisions4.json
11,7,4,4,0.605948,4393.443369,XSize11_YSize7_UDivisions4_VDivisions4_Perspective.png,XSize11_YSize7_UDivisions4_VDivisions4.json
12,7,4,4,0.733905,4622.260522,XSize12_YSize7_UDivisions4_VDivisions4_Perspective.png,XSize12_YSize7_UDivisions4_VDivisions4.json
6,8,4,4,0.29085,3537.001158,XSize6_YSize8_UDivisions4_VDivisions4_Perspective.png,XSize6_YSize8_UDivisions4_VDivisions4.json
7,8,4,4,0.33626,3734.642588,XSize7_YSize8_UDivisions4_VDivisions4_Perspective.png,XSize7_YSize8_UDivisions4_VDivisions4.json
8,8,4,4,0.394685,3939.460022,XSize8_YSize8_UDivisions4_VDivisions4_Perspective.png,XSize8_YSize8_UDivisions4_VDivisions4.json
9,8,4,4,0.467977,4150.631236,XSize9_YSize8_UDivisions4_VDivisions4_Perspective.png,XSize9_YSize8_UDivisions4_VDivisions4.json
10,8,4,4,0.557955,4367.398416,XSize10_YSize8_UDivisions4_VDivisions4_Perspective.png,XSize10_YSize8_UDivisions4_VDivisions4.json
11,8,4,4,0.666429,4589.077765,XSize11_YSize8_UDivisions4_VDivisions4_Perspective.png,XSize11_YSize8_UDivisions4_VDivisions4.json
12,8,4,4,0.795198,4815.061711,XSize12_YSize8_UDivisions4_VDivisions4_Perspective.png,XSize12_YSize8_UDivisions4_VDivisions4.json
6,9,4,4,0.36288,3754.367244,XSize6_YSize9_UDivisions4_VDivisions4_Perspective.png,XSize6_YSize9_UDivisions4_VDivisions4.json
7,9,4,4,0.408919,3948.957799,XSize7_YSize9_UDivisions4_VDivisions4_Perspective.png,XSize7_YSize9_UDivisions4_VDivisions4.json
8,9,4,4,0.467977,4150.631236,XSize8_YSize9_UDivisions4_VDivisions4_Perspective.png,XSize8_YSize9_UDivisions4_VDivisions4.json
9,9,4,4,0.541931,4358.640771,XSize9_YSize9_UDivisions4_VDivisions4_Perspective.png,XSize9_YSize9_UDivisions4_VDivisions4.json
10,9,4,4,0.632611,4572.286468,XSize10_YSize9_UDivisions4_VDivisions4_Perspective.png,XSize10_YSize9_UDivisions4_VDivisions4.json
11,9,4,4,0.741832,4790.926504,XSize11_YSize9_UDivisions4_VDivisions4_Perspective.png,XSize11_YSize9_UDivisions4_VDivisions4.json
12,9,4,4,0.871402,5013.981875,XSize12_YSize9_UDivisions4_VDivisions4_Perspective.png,XSize12_YSize9_UDivisions4_VDivisions4.json
6,10,4,4,0.451479,3977.161097,XSize6_YSize10_UDivisions4_VDivisions4_Perspective.png,XSize6_YSize10_UDivisions4_VDivisions4.json
7,10,4,4,0.498215,4168.798637,XSize7_YSize10_UDivisions4_VDivisions4_Perspective.png,XSize7_YSize10_UDivisions4_VDivisions4.json
8,10,4,4,0.557955,4367.398416,XSize8_YSize10_UDivisions4_VDivisions4_Perspective.png,XSize8_YSize10_UDivisions4_VDivisions4.json
9,10,4,4,0.632611,4572.286468,XSize9_YSize10_UDivisions4_VDivisions4_Perspective.png,XSize9_YSize10_UDivisions4_VDivisions4.json
10,10,4,4,0.724027,4782.821056,XSize10_YSize10_UDivisions4_VDivisions4_Perspective.png,XSize10_YSize10_UDivisions4_VDivisions4.json
11,10,4,4,0.834026,4998.404623,XSize11_YSize10_UDivisions4_VDivisions4_Perspective.png,XSize11_YSize10_UDivisions4_VDivisions4.json
12,10,4,4,0.964417,5218.490159,XSize12_YSize10_UDivisions4_VDivisions4_Perspective.png,XSize12_YSize10_UDivisions4_VDivisions4.json
6,11,4,4,0.55843,4204.628714,XSize6_YSize11_UDivisions4_VDivisions4_Perspective.png,XSize6_YSize11_UDivisions4_VDivisions4.json
7,11,4,4,0.605948,4393.443369,XSize7_YSize11_UDivisions4_VDivisions4_Perspective.png,XSize7_YSize11_UDivisions4_VDivisions4.json
8,11,4,4,0.666429,4589.077765,XSize8_YSize11_UDivisions4_VDivisions4_Perspective.png,XSize8_YSize11_UDivisions4_VDivisions4.json
9,11,4,4,0.741832,4790.926504,XSize9_YSize11_UDivisions4_VDivisions4_Perspective.png,XSize9_YSize11_UDivisions4_VDivisions4.json
10,11,4,4,0.834026,4998.404623,XSize10_YSize11_UDivisions4_VDivisions4_Perspective.png,XSize10_YSize11_UDivisions4_VDivisions4.json
11,11,4,4,0.944839,5210.959542,XSize11_YSize11_UDivisions4_VDivisions4_Perspective.png,XSize11_YSize11_UDivisions4_VDivisions4.json
12,11,4,4,1.076086,5428.078345,XSize12_YSize11_UDivisions4_VDivisions4_Perspective.png,XSize12_YSize11_UDivisions4_VDivisions4.json
6,12,4,4,0.688895,4436.120378,XSize6_YSize12_UDivisions4_VDivisions4_Perspective.png,XSize6_YSize12_UDivisions4_VDivisions4.json
7,12,4,4,0.733905,4622.260522,XSize7_YSize12_UDivisions4_VDivisions4_Perspective.png,XSize7_YSize12_UDivisions4_VDivisions4.json
8,12,4,4,0.795198,4815.061711,XSize8_YSize12_UDivisions4_VDivisions4_Perspective.png,XSize8_YSize12_UDivisions4_VDivisions4.json
9,12,4,4,0.871402,5013.981875,XSize9_YSize12_UDivisions4_VDivisions4_Perspective.png,XSize9_YSize12_UDivisions4_VDivisions4.json
10,12,4,4,0.964417,5218.490159,XSize10_YSize12_UDivisions4_VDivisions4_Perspective.png,XSize10_YSize12_UDivisions4_VDivisions4.json
11,12,4,4,1.076086,5428.078345,XSize11_YSize12_UDivisions4_VDivisions4_Perspective.png,XSize11_YSize12_UDivisions4_VDivisions4.json
12,12,4,4,1.208229,5642.268511,XSize12_YSize12_UDivisions4_VDivisions4_Perspective.png,XSize12_YSize12_UDivisions4_VDivisions4.json
6,6,5,4,0.17556,3605.834704,XSize6_YSize6_UDivisions5_VDivisions4_Perspective.png,XSize6_YSize6_UDivisions5_VDivisions4.json
7,6,5,4,0.217353,3801.924167,XSize7_YSize6_UDivisions5_VDivisions4_Perspective.png,XSize7_YSize6_UDivisions5_VDivisions4.json
8,6,5,4,0.272395,4005.026494,XSize8_YSize6_UDivisions5_VDivisions4_Perspective.png,XSize8_YSize6_UDivisions5_VDivisions4.json
9,6,5,4,0.341386,4214.439368,XSize9_YSize6_UDivisions5_VDivisions4_Perspective.png,XSize9_YSize6_UDivisions5_VDivisions4.json
10,6,5,4,0.426078,4429.498128,XSize10_YSize6_UDivisions5_VDivisions4_Perspective.png,XSize10_YSize6_UDivisions5_VDivisions4.json
11,6,5,4,0.528196,4649.58755,XSize11_YSize6_UDivisions5_VDivisions4_Perspective.png,XSize11_YSize6_UDivisions5_VDivisions4.json
12,6,5,4,0.649453,4874.147654,XSize12_YSize6_UDivisions5_VDivisions4_Perspective.png,XSize12_YSize6_UDivisions5_VDivisions4.json
6,7,5,4,0.214607,3860.86808,XSize6_YSize7_UDivisions5_VDivisions4_Perspective.png,XSize6_YSize7_UDivisions5_VDivisions4.json
7,7,5,4,0.2566,4054.066696,XSize7_YSize7_UDivisions5_VDivisions4_Perspective.png,XSize7_YSize7_UDivisions5_VDivisions4.json
8,7,5,4,0.310391,4254.142923,XSize8_YSize7_UDivisions5_VDivisions4_Perspective.png,XSize8_YSize7_UDivisions5_VDivisions4.json
9,7,5,4,0.379956,4460.465173,XSize9_YSize7_UDivisions5_VDivisions4_Perspective.png,XSize9_YSize7_UDivisions5_VDivisions4.json
10,7,5,4,0.465381,4672.426576,XSize10_YSize7_UDivisions5_VDivisions4_Perspective.png,XSize10_YSize7_UDivisions5_VDivisions4.json
11,7,5,4,0.568268,4889.456996,XSize11_YSize7_UDivisions5_VDivisions4_Perspective.png,XSize11_YSize7_UDivisions5_VDivisions4.json
12,7,5,4,0.690349,5111.030037,XSize12_YSize7_UDivisions5_VDivisions4_Perspective.png,XSize12_YSize7_UDivisions5_VDivisions4.json
6,8,5,4,0.26473,4124.962182,XSize6_YSize8_UDivisions5_VDivisions4_Perspective.png,XSize6_YSize8_UDivisions5_VDivisions4.json
7,8,5,4,0.307476,4315.287966,XSize7_YSize8_UDivisions5_VDivisions4_Perspective.png,XSize7_YSize8_UDivisions5_VDivisions4.json
8,8,5,4,0.361989,4512.329929,XSize8_YSize8_UDivisions5_VDivisions4_Perspective.png,XSize8_YSize8_UDivisions5_VDivisions4.json
9,8,5,4,0.430046,4715.525213,XSize9_YSize8_UDivisions5_VDivisions4_Perspective.png,XSize9_YSize8_UDivisions5_VDivisions4.json
10,8,5,4,0.515096,4924.325028,XSize10_YSize8_UDivisions5_VDivisions4_Perspective.png,XSize10_YSize8_UDivisions5_VDivisions4.json
11,8,5,4,0.618789,5138.206293,XSize11_YSize8_UDivisions5_VDivisions4_Perspective.png,XSize11_YSize8_UDivisions5_VDivisions4.json
12,8,5,4,0.741704,5356.679222,XSize12_YSize8_UDivisions5_VDivisions4_Perspective.png,XSize12_YSize8_UDivisions5_VDivisions4.json
6,9,5,4,0.327456,4396.804305,XSize6_YSize9_UDivisions5_VDivisions4_Perspective.png,XSize6_YSize9_UDivisions5_VDivisions4.json
7,9,5,4,0.371042,4584.339746,XSize7_YSize9_UDivisions5_VDivisions4_Perspective.png,XSize7_YSize9_UDivisions5_VDivisions4.json
8,9,5,4,0.426353,4778.409692,XSize8_YSize9_UDivisions5_VDivisions4_Perspective.png,XSize8_YSize9_UDivisions5_VDivisions4.json
9,9,5,4,0.495197,4978.515858,XSize9_YSize9_UDivisions5_VDivisions4_Perspective.png,XSize9_YSize9_UDivisions5_VDivisions4.json
10,9,5,4,0.579314,5184.165705,XSize10_YSize9_UDivisions5_VDivisions4_Perspective.png,XSize10_YSize9_UDivisions5_VDivisions4.json
11,9,5,4,0.681221,5394.883283,XSize11_YSize9_UDivisions5_VDivisions4_Perspective.png,XSize11_YSize9_UDivisions5_VDivisions4.json
12,9,5,4,0.805028,5610.216891,XSize12_YSize9_UDivisions5_VDivisions4_Perspective.png,XSize12_YSize9_UDivisions5_VDivisions4.json
6,10,5,4,0.40431,4675.250586,XSize6_YSize10_UDivisions5_VDivisions4_Perspective.png,XSize6_YSize10_UDivisions5_VDivisions4.json
7,10,5,4,0.448829,4860.119292,XSize7_YSize10_UDivisions5_VDivisions4_Perspective.png,XSize7_YSize10_UDivisions5_VDivisions4.json
8,10,5,4,0.505014,5051.326826,XSize8_YSize10_UDivisions5_VDivisions4_Perspective.png,XSize8_YSize10_UDivisions5_VDivisions4.json
9,10,5,4,0.574718,5248.434041,XSize9_YSize10_UDivisions5_VDivisions4_Perspective.png,XSize9_YSize10_UDivisions5_VDivisions4.json
10,10,5,4,0.659697,5451.001339,XSize10_YSize10_UDivisions5_VDivisions4_Perspective.png,XSize10_YSize10_UDivisions5_VDivisions4.json
11,10,5,4,0.761667,5658.598464,XSize11_YSize10_UDivisions5_VDivisions4_Perspective.png,XSize11_YSize10_UDivisions5_VDivisions4.json
12,10,5,4,0.882328,5870.811873,XSize12_YSize10_UDivisions5_VDivisions4_Perspective.png,XSize12_YSize10_UDivisions5_VDivisions4.json
6,11,5,4,0.496811,4959.321521,XSize6_YSize11_UDivisions5_VDivisions4_Perspective.png,XSize6_YSize11_UDivisions5_VDivisions4.json
7,11,5,4,0.542366,5141.670314,XSize7_YSize11_UDivisions5_VDivisions4_Perspective.png,XSize7_YSize11_UDivisions5_VDivisions4.json
8,11,5,4,0.599503,5330.153996,XSize8_YSize11_UDivisions5_VDivisions4_Perspective.png,XSize8_YSize11_UDivisions5_VDivisions4.json
9,11,5,4,0.670136,5524.386573,XSize9_YSize11_UDivisions5_VDivisions4_Perspective.png,XSize9_YSize11_UDivisions5_VDivisions4.json
10,11,5,4,0.756046,5723.977186,XSize10_YSize11_UDivisions5_VDivisions4_Perspective.png,XSize10_YSize11_UDivisions5_VDivisions4.json
11,11,5,4,0.858959,5928.538766,XSize11_YSize11_UDivisions5_VDivisions4_Perspective.png,XSize11_YSize11_UDivisions5_VDivisions4.json
12,11,5,4,0.980577,6137.694879,XSize12_YSize11_UDivisions5_VDivisions4_Perspective.png,XSize12_YSize11_UDivisions5_VDivisions4.json
6,12,5,4,0.606475,5248.187607,XSize6_YSize12_UDivisions5_VDivisions4_Perspective.png,XSize6_YSize12_UDivisions5_VDivisions4.json
7,12,5,4,0.653186,5428.173671,XSize7_YSize12_UDivisions5_VDivisions4_Perspective.png,XSize7_YSize12_UDivisions5_VDivisions4.json
8,12,5,4,0.711358,5614.087279,XSize8_YSize12_UDivisions5_VDivisions4_Perspective.png,XSize8_YSize12_UDivisions5_VDivisions4.json
9,12,5,4,0.782987,5805.589555,XSize9_YSize12_UDivisions5_VDivisions4_Perspective.png,XSize9_YSize12_UDivisions5_VDivisions4.json
10,12,5,4,0.869892,6002.333777,XSize10_YSize12_UDivisions5_VDivisions4_Perspective.png,XSize10_YSize12_UDivisions5_VDivisions4.json
11,12,5,4,0.973814,6203.972899,XSize11_YSize12_UDivisions5_VDivisions4_Perspective.png,XSize11_YSize12_UDivisions5_VDivisions4.json
12,12,5,4,1.096457,6410.165745,XSize12_YSize12_UDivisions5_VDivisions4_Perspective.png,XSize12_YSize12_UDivisions5_VDivisions4.json
6,6,6,4,0.17248,4094.377279,XSize6_YSize6_UDivisions6_VDivisions4_Perspective.png,XSize6_YSize6_UDivisions6_VDivisions4.json
7,6,6,4,0.215604,4284.264373,XSize7_YSize6_UDivisions6_VDivisions4_Perspective.png,XSize7_YSize6_UDivisions6_VDivisions4.json
8,6,6,4,0.270987,4480.696522,XSize8_YSize6_UDivisions6_VDivisions4_Perspective.png,XSize8_YSize6_UDivisions6_VDivisions4.json
9,6,6,4,0.342095,4683.171976,XSize9_YSize6_UDivisions6_VDivisions4_Perspective.png,XSize9_YSize6_UDivisions6_VDivisions4.json
10,6,6,4,0.429575,4891.195139,XSize10_YSize6_UDivisions6_VDivisions4_Perspective.png,XSize10_YSize6_UDivisions6_VDivisions4.json
11,6,6,4,0.534169,5104.287459,XSize11_YSize6_UDivisions6_VDivisions4_Perspective.png,XSize11_YSize6_UDivisions6_VDivisions4.json
12,6,6,4,0.657729,5321.995098,XSize12_YSize6_UDivisions6_VDivisions4_Perspective.png,XSize12_YSize6_UDivisions6_VDivisions4.json
6,7,6,4,0.20755,4400.326576,XSize6_YSize7_UDivisions6_VDivisions4_Perspective.png,XSize6_YSize7_UDivisions6_VDivisions4.json
7,7,6,4,0.251306,4587.561378,XSize7_YSize7_UDivisions6_VDivisions4_Perspective.png,XSize7_YSize7_UDivisions6_VDivisions4.json
8,7,6,4,0.307248,4781.147877,XSize8_YSize7_UDivisions6_VDivisions4_Perspective.png,XSize8_YSize7_UDivisions6_VDivisions4.json
9,7,6,4,0.377273,4980.643306,XSize9_YSize7_UDivisions6_VDivisions4_Perspective.png,XSize9_YSize7_UDivisions6_VDivisions4.json
10,7,6,4,0.463202,5185.604787,XSize10_YSize7_UDivisions6_VDivisions4_Perspective.png,XSize10_YSize7_UDivisions6_VDivisions4.json
11,7,6,4,0.569859,5395.599197,XSize11_YSize7_UDivisions6_VDivisions4_Perspective.png,XSize11_YSize7_UDivisions6_VDivisions4.json
12,7,6,4,0.695405,5610.210563,XSize12_YSize7_UDivisions6_VDivisions4_Perspective.png,XSize12_YSize7_UDivisions6_VDivisions4.json
6,8,6,4,0.252493,4717.101369,XSize6_YSize8_UDivisions6_VDivisions4_Perspective.png,XSize6_YSize8_UDivisions6_VDivisions4.json
7,8,6,4,0.296991,4901.724946,XSize7_YSize8_UDivisions6_VDivisions4_Perspective.png,XSize7_YSize8_UDivisions6_VDivisions4.json
8,8,6,4,0.353569,5092.489797,XSize8_YSize8_UDivisions6_VDivisions4_Perspective.png,XSize8_YSize8_UDivisions6_VDivisions4.json
9,8,6,4,0.424181,5289.008375,XSize9_YSize8_UDivisions6_VDivisions4_Perspective.png,XSize9_YSize8_UDivisions6_VDivisions4.json
10,8,6,4,0.510685,5490.88838,XSize10_YSize8_UDivisions6_VDivisions4_Perspective.png,XSize10_YSize8_UDivisions6_VDivisions4.json
11,8,6,4,0.614886,5697.741453,XSize11_YSize8_UDivisions6_VDivisions4_Perspective.png,XSize11_YSize8_UDivisions6_VDivisions4.json
12,8,6,4,0.739682,5909.190034,XSize12_YSize8_UDivisions6_VDivisions4_Perspective.png,XSize12_YSize8_UDivisions6_VDivisions4.json
6,9,6,4,0.308652,5043.058525,XSize6_YSize9_UDivisions6_VDivisions4_Perspective.png,XSize6_YSize9_UDivisions6_VDivisions4.json
7,9,6,4,0.354023,5225.167796,XSize7_YSize9_UDivisions6_VDivisions4_Perspective.png,XSize7_YSize9_UDivisions6_VDivisions4.json
8,9,6,4,0.411339,5413.197698,XSize8_YSize9_UDivisions6_VDivisions4_Perspective.png,XSize8_YSize9_UDivisions6_VDivisions4.json
9,9,6,4,0.482614,5606.810823,XSize9_YSize9_UDivisions6_VDivisions4_Perspective.png,XSize9_YSize9_UDivisions6_VDivisions4.json
10,9,6,4,0.569746,5805.661837,XSize10_YSize9_UDivisions6_VDivisions4_Perspective.png,XSize10_YSize9_UDivisions6_VDivisions4.json
11,9,6,4,0.67457,6009.404968,XSize11_YSize9_UDivisions6_VDivisions4_Perspective.png,XSize11_YSize9_UDivisions6_VDivisions4.json
12,9,6,4,0.798882,6217.700174,XSize12_YSize9_UDivisions6_VDivisions4_Perspective.png,XSize12_YSize9_UDivisions6_VDivisions4.json
6,10,6,4,0.377363,5376.784605,XSize6_YSize10_UDivisions6_VDivisions4_Perspective.png,XSize6_YSize10_UDivisions6_VDivisions4.json
7,10,6,4,0.423753,5556.509884,XSize7_YSize10_UDivisions6_VDivisions4_Perspective.png,XSize7_YSize10_UDivisions6_VDivisions4.json
8,10,6,4,0.481921,5741.930946,XSize8_YSize10_UDivisions6_VDivisions4_Perspective.png,XSize8_YSize10_UDivisions6_VDivisions4.json
9,10,6,4,0.553952,5932.754923,XSize9_YSize10_UDivisions6_VDivisions4_Perspective.png,XSize9_YSize10_UDivisions6_VDivisions4.json
10,10,6,4,0.641786,6128.679043,XSize10_YSize10_UDivisions6_VDivisions4_Perspective.png,XSize10_YSize10_UDivisions6_VDivisions4.json
11,10,6,4,0.747287,6329.396979,XSize11_YSize10_UDivisions6_VDivisions4_Perspective.png,XSize11_YSize10_UDivisions6_VDivisions4.json
12,10,6,4,0.872275,6534.604262,XSize12_YSize10_UDivisions6_VDivisions4_Perspective.png,XSize12_YSize10_UDivisions6_VDivisions4.json
6,11,6,4,0.459956,5717.083359,XSize6_YSize11_UDivisions6_VDivisions4_Perspective.png,XSize6_YSize11_UDivisions6_VDivisions4.json
7,11,6,4,0.507528,5894.571847,XSize7_YSize11_UDivisions6_VDivisions4_Perspective.png,XSize7_YSize11_UDivisions6_VDivisions4.json
8,11,6,4,0.566671,6077.531921,XSize8_YSize11_UDivisions6_VDivisions4_Perspective.png,XSize8_YSize11_UDivisions6_VDivisions4.json
9,11,6,4,0.639559,6265.709667,XSize9_YSize11_UDivisions6_VDivisions4_Perspective.png,XSize9_YSize11_UDivisions6_VDivisions4.json
10,11,6,4,0.728181,6458.840211,XSize10_YSize11_UDivisions6_VDivisions4_Perspective.png,XSize10_YSize11_UDivisions6_VDivisions4.json
11,11,6,4,0.834432,6656.653025,XSize11_YSize11_UDivisions6_VDivisions4_Perspective.png,XSize11_YSize11_UDivisions6_VDivisions4.json
12,11,6,4,0.960151,6858.876606,XSize12_YSize11_UDivisions6_VDivisions4_Perspective.png,XSize12_YSize11_UDivisions6_VDivisions4.json
6,12,6,4,0.557754,6062.952315,XSize6_YSize12_UDivisions6_VDivisions4_Perspective.png,XSize6_YSize12_UDivisions6_VDivisions4.json
7,12,6,4,0.606693,6238.356753,XSize7_YSize12_UDivisions6_VDivisions4_Perspective.png,XSize7_YSize12_UDivisions6_VDivisions4.json
8,12,6,4,0.666945,6419.012876,XSize8_YSize12_UDivisions6_VDivisions4_Perspective.png,XSize8_YSize12_UDivisions6_VDivisions4.json
9,12,6,4,0.740796,6604.700483,XSize9_YSize12_UDivisions6_VDivisions4_Perspective.png,XSize9_YSize12_UDivisions6_VDivisions4.json
10,12,6,4,0.830298,6795.188017,XSize10_YSize12_UDivisions6_VDivisions4_Perspective.png,XSize10_YSize12_UDivisions6_VDivisions4.json
11,12,6,4,0.937378,6990.236964,XSize11_YSize12_UDivisions6_VDivisions4_Perspective.png,XSize11_YSize12_UDivisions6_VDivisions4.json
12,12,6,4,1.063899,7189.605843,XSize12_YSize12_UDivisions6_VDivisions4_Perspective.png,XSize12_YSize12_UDivisions6_VDivisions4.json
6,6,2,5,0.326177,2549.873677,XSize6_YSize6_UDivisions2_VDivisions5_Perspective.png,XSize6_YSize6_UDivisions2_VDivisions5.json
7,6,2,5,0.407607,2823.976247,XSize7_YSize6_UDivisions2_VDivisions5_Perspective.png,XSize7_YSize6_UDivisions2_VDivisions5.json
8,6,2,5,0.508797,3104.161048,XSize8_YSize6_UDivisions2_VDivisions5_Perspective.png,XSize8_YSize6_UDivisions2_VDivisions5.json
9,6,2,5,0.630756,3388.900988,XSize9_YSize6_UDivisions2_VDivisions5_Perspective.png,XSize9_YSize6_UDivisions2_VDivisions5.json
10,6,2,5,0.778203,3677.111042,XSize10_YSize6_UDivisions2_VDivisions5_Perspective.png,XSize10_YSize6_UDivisions2_VDivisions5.json
11,6,2,5,0.956894,3968.009447,XSize11_YSize6_UDivisions2_VDivisions5_Perspective.png,XSize11_YSize6_UDivisions2_VDivisions5.json
12,6,2,5,1.164077,4261.023896,XSize12_YSize6_UDivisions2_VDivisions5_Perspective.png,XSize12_YSize6_UDivisions2_VDivisions5.json
6,7,2,5,0.403643,2648.11339,XSize6_YSize7_UDivisions2_VDivisions5_Perspective.png,XSize6_YSize7_UDivisions2_VDivisions5.json
7,7,2,5,0.490098,2920.089493,XSize7_YSize7_UDivisions2_VDivisions5_Perspective.png,XSize7_YSize7_UDivisions2_VDivisions5.json
8,7,2,5,0.598325,3198.442065,XSize8_YSize7_UDivisions2_VDivisions5_Perspective.png,XSize8_YSize7_UDivisions2_VDivisions5.json
9,7,2,5,0.730022,3481.606852,XSize9_YSize7_UDivisions2_VDivisions5_Perspective.png,XSize9_YSize7_UDivisions2_VDivisions5.json
10,7,2,5,0.886396,3768.459659,XSize10_YSize7_UDivisions2_VDivisions5_Perspective.png,XSize10_YSize7_UDivisions2_VDivisions5.json
11,7,2,5,1.068113,4058.183186,XSize11_YSize7_UDivisions2_VDivisions5_Perspective.png,XSize11_YSize7_UDivisions2_VDivisions5.json
12,7,2,5,1.287937,4350.174843,XSize12_YSize7_UDivisions2_VDivisions5_Perspective.png,XSize12_YSize7_UDivisions2_VDivisions5.json
6,8,2,5,0.500956,2749.316874,XSize6_YSize8_UDivisions2_VDivisions5_Perspective.png,XSize6_YSize8_UDivisions2_VDivisions5.json
7,8,2,5,0.591313,3018.961267,XSize7_YSize8_UDivisions2_VDivisions5_Perspective.png,XSize7_YSize8_UDivisions2_VDivisions5.json
8,8,2,5,0.704795,3295.286804,XSize8_YSize8_UDivisions2_VDivisions5_Perspective.png,XSize8_YSize8_UDivisions2_VDivisions5.json
9,8,2,5,0.843586,3576.696719,XSize9_YSize8_UDivisions2_VDivisions5_Perspective.png,XSize9_YSize8_UDivisions2_VDivisions5.json
10,8,2,5,1.009496,3862.029027,XSize10_YSize8_UDivisions2_VDivisions5_Perspective.png,XSize10_YSize8_UDivisions2_VDivisions5.json
11,8,2,5,1.203884,4150.430547,XSize11_YSize8_UDivisions2_VDivisions5_Perspective.png,XSize11_YSize8_UDivisions2_VDivisions5.json
12,8,2,5,1.427617,4441.267241,XSize12_YSize8_UDivisions2_VDivisions5_Perspective.png,XSize12_YSize8_UDivisions2_VDivisions5.json
6,9,2,5,0.621831,2853.314693,XSize6_YSize9_UDivisions2_VDivisions5_Perspective.png,XSize6_YSize9_UDivisions2_VDivisions5.json
7,9,2,5,0.715486,3120.46086,XSize7_YSize9_UDivisions2_VDivisions5_Perspective.png,XSize7_YSize9_UDivisions2_VDivisions5.json
8,9,2,5,0.833214,3394.593823,XSize8_YSize9_UDivisions2_VDivisions5_Perspective.png,XSize8_YSize9_UDivisions2_VDivisions5.json
